ID	Rejon	Zabudowa	Plec	M2	M3	M4.int	M5	M6.01.pw	M6.02.pw	M6.03.pw	M6.04.pw	M6.05.pw	M6.06.pw	M6.07.pw	M6.08.pw	M6.09.pw	M6.10.pw	M6.11.pw	M6.12.pw	M6.13.pw	M6.14.pw	M7	G1.int	G2	G3.01.int	G3.02.int	G4	G5	G6.int	G7	G8.01.int	G8.02.int	G9	G10.int	G11.01	G11.02	G11.03	G11.04	G11.05	G11.06	G11.07	G11.08	G12.01.pw	G12.02.pw	G12.03.pw	G12.04.pw	G12.05.pw	G12.06.pw	G12.07.pw	G12.08.pw	G12.09.pw	G12.10.pw	G12.11.pw	G12.12.pw	G12.13.pw	G12.14.pw	G12.15.pw	G12.16.pw	G12.17.pw	G12.18.pw	G12.19.pw	G12.20.pw	G12.21.pw	G12.22.pw	G12.23.pw	G13.01.pw	G13.02.pw	G13.03.pw	G13.04.pw	G13.05.pw	G13.06.pw	G13.07.pw	G13.08.pw	G13.09.pw	G13.10.pw	G13.11.pw	G13.12.pw	G13.13.pw	G13.14.pw	G13.15.pw	G13.16.pw	G13.17.pw	G13.18.pw	G13.19.pw	G13.20.pw	G13.21.pw	G13.22.pw	G13.23.pw	G13.24.pw	G14	G14.01.int	G15	G15.01.int	G16	G17	G18.01.int	G18.02.int	G18.03.int	G18.04.int	G18.05.int	G18.06.int	G18.07.int	G18.08.int	G18.09.int	G18.10.int	G18.11.int	G18.12.int	G18.13.int	G18.14.int	G19.01.pw	G19.02.pw	G19.03.pw	G19.04.pw	G19.05.pw	G19.06.pw	G19.07.pw	G19.08.pw	G19.09.pw	G19.10.pw	G19.11.pw	G19.12.pw	G19.13.pw	G20.01	G20.02	G20.03	G20.05	G20.07	G20.09	G20.15	G20.16	G20.17	G21	P1	P1.int	P2.01.pw	P2.02.pw	P2.03.pw	P2.04.pw	P2.05.pw	P2.06.pw	P2.07.pw	P2.08.pw	P2.09.pw	P2.10.pw	P3.01.pw	P3.02.pw	P3.03.pw	P3.04.pw	P3.05.pw	P3.06.pw	P3.07.pw	P4	P5.01	P5.02	P6.01	P6.02	P6.03	P6.04	P6.05	P6.FLT	P7	P8.1.pw	P8.2.pw	P8.3.pw	P8.1int	P8.2int	P9.1.pw	P9.2.pw	P9.3.pw	P10	P11.01.pw	P11.02.pw	P11.03.pw	P11.04.pw	P11.05.pw	P11.06.pw	P11.07.pw	P11.08.pw	P11.09.pw	P11.10.pw	P11.11.pw	P11.12.pw	P11.13.pw	P12.01.pw	P12.02.pw	P12.03.pw	P12.04.pw	P12.05.pw	P13.01.pw	P13.02.pw	P13.03.pw	P13.04.pw	P13.05.pw	P13.06.pw	P13.07.pw	P13.08.pw	P13.09.pw	P13.10.pw	P14.01.pw	P14.02.pw	P14.03.pw	P14.04.pw	P14.05.pw	P14.06.pw	P14.07.pw	P15.01	P15.02	P15.03	P16	P17.01	P17.02	P17.03	P18.01.pw	P18.02.pw	P18.03.pw	P18.04.pw	P18.05.pw	P18.06.pw	P18.07.pw	P18.08.pw	P18.09.pw	P18.10.pw	P18.11.pw	P19	P20.01.pw	P20.02.pw	P20.03.pw	P20.04.pw	P20.05.pw	P20.06.pw	P20.07.pw	P20.08.pw	P21.01.pw	P21.02.pw	P21.03.pw	P21.04.pw	P21.05.pw	P21.06.pw	P21.07.pw	P21.08.pw	P21.09.pw	P22.01.pw	P22.02.pw	P22.03.pw	P22.04.pw	P22.05.pw	P22.06.pw	P22.07.pw	P22.08.pw	P22.09.pw	P22.10.pw	P22.11.pw	P23.01.pw	P23.02.pw	P23.03.pw	P23.04.pw	P23.05.pw	P23.06.pw	P23.07.pw	P23.08.pw	P23.09.pw	P23.10.pw	P24.01	P24.02	P24.03	P24.04	P24.05	P24.06	P24.07	P24.08	P24.09	P24.10	P24.11	P24.12	P24.13	P25.01.pw	P25.02.pw	P25.03.pw	P25.04.pw	P25.05.pw	P25.06.pw	P25.07.pw	P25.08.pw	P25.09.pw	P25.10.pw	P25.11.pw	P25.12.pw	P25.13.pw	P26	P27	P28	P28.02.int	P29	P30.01pw	P30.02pw	P30.03pw	P30.04pw	P30.05pw	P30.06pw	P30.07pw	P30.08pw	P31.01.pw	P31.02.pw	P31.03.pw	P31.04.pw	P31.05.pw	P31.06.pw	P31.07.pw	P31.08.pw	P31.09.pw	P31.10.pw	P31.11.pw	P31.12.pw	P31.13.pw	P31.14.pw	P31.15.pw	P31.16.pw	P32.01	P32.02	P32.03	P32.04	P32.05	P32.06	P32.07	P32.08	P32.09	P32.10	P32.11	P32.12	P32.13	P32.14	P32.15	P32.16	P32.17	P32.18	P32.19	P32.20	P32.21	P32.22	P32.23	P33.01	P33.02	P33.03	P33.04	P33.05	P33.06	P33.07	P33.08	P33.09	P34.01	P34.02	P34.03	P34.04	P34.05	P34.06	P34.07	P34.08	P34.09	P34.10	P34.11	P35.01	P35.02	P35.03	P35.04	P35.05	P35.06	P35.07	P35.08	P35.09	P35.10	P35.11	P35.12	P35.13	P35.14	P35.15	P36.01.int	P36.02.int	P36.03.int	P36.04.int	P36.05.int	P36.06.int	P36.07.int	P36.08.int	P36.09.int	P36.10.int	P37.01.pw	P37.02.pw	P37.03.pw	P37.04.pw	P37.05.pw	P37.06.pw	P37.07.pw	P37.08.pw	P37.09.pw	P37.10.pw	P37.11.pw	P37.12.pw	P38	P39	P40	P41	P42.01.pw	P42.02.pw	P42.03.pw	P42.99.pw	P43.01.pw	P43.02.pw	P43.03.pw	P43.04.pw	P43.05.pw	P43.06.pw	P43.07.pw	P43.08.pw	P43.09.pw	P43.10.pw	P43.11.pw	P43.12.pw	P43.SUMA	P44.01	P44.02	P44.03	P44.04	P44.05	P44.06	P44.07	P44.08	P44.09	P44.10	P44.11	P44.12	P44.13	P44.14	P44.15	P44.16	P45.01	P45.02	P45.03	P45.04	P45.05	P46	P47	P48.01.pw	P48.02.pw	P48.03.pw	P48.04.pw	P48.05.pw	P48.06.pw	P48.07.pw	P48.08.pw	P48.09.pw	P48.10.pw	P48.11.pw	P48.12.pw	P48.13.pw	P48.14.pw	P48.15.pw	P49	P50.01.pw	P50.02.pw	P50.03.pw	P50.04.pw	P50.05.pw	P50.06.pw	P50.07.pw	P50.08.pw	P50.09.pw	P51	P52	P53.a.01.pw	P53.a.02.pw	P53.a.03.pw	P53.a.04.pw	P53.a.05.pw	P53.a.06.pw	P53.a.99.pw	P53.b.01.pw	P53.b.02.pw	P53.b.03.pw	P53.b.04.pw	P53.b.05.pw	P53.b.06.pw	P53.b.99.pw	P53.c.01.pw	P53.c.02.pw	P53.c.03.pw	P53.c.04.pw	P53.c.05.pw	P53.c.06.pw	P53.c.99.pw	P53.d.01.pw	P53.d.02.pw	P53.d.03.pw	P53.d.04.pw	P53.d.05.pw	P53.d.06.pw	P53.d.99.pw	P53.e.01.pw	P53.e.02.pw	P53.e.03.pw	P53.e.04.pw	P53.e.05.pw	P53.e.06.pw	P53.e.99.pw	P53.f.01.pw	P53.f.02.pw	P53.f.03.pw	P53.f.04.pw	P53.f.05.pw	P53.f.06.pw	P53.f.99.pw	P53.g.01.pw	P53.g.02.pw	P53.g.03.pw	P53.g.04.pw	P53.g.05.pw	P53.g.06.pw	P53.g.99.pw	P53.h.01.pw	P53.h.02.pw	P53.h.03.pw	P53.h.04.pw	P53.h.05.pw	P53.h.06.pw	P53.h.99.pw	P53.i.01.pw	P53.i.02.pw	P53.i.03.pw	P53.i.04.pw	P53.i.05.pw	P53.i.06.pw	P53.i.99.pw	P53.j.01.pw	P53.j.02.pw	P53.j.03.pw	P53.j.04.pw	P53.j.05.pw	P53.j.06.pw	P53.j.99.pw	P53.k.01.pw	P53.k.02.pw	P53.k.03.pw	P53.k.04.pw	P53.k.05.pw	P53.k.06.pw	P53.k.99.pw	P54.01.pw	P54.02.pw	P54.03.pw	P54.04.pw	P54.05.pw	P54.06.pw	P54.07.pw	P54.08.pw	P54.09.pw	P54.10.pw	P54.11.pw	P54.12.pw	P54.13.pw	P55.01.pw	P55.02.pw	P55.03.pw	P55.04.pw	P55.05.pw	P55.06.pw	P55.07.pw	P55.08.pw	P55.09.pw	P55.10.pw	P56.01.pw	P56.02.pw	P56.03.pw	P56.04.pw	P56.05.pw	P56.06.pw	P56.07.pw	P56.08.pw	P57.01.pw	P57.02.pw	P57.03.pw	P57.04.pw	P57.05.pw	P57.06.pw	P57.07.pw	P57.08.pw	P57.09.pw	P57.10.pw	P57.11.pw	P58.01.pw	P58.02.pw	P58.03.pw	P58.04.pw	P58.05.pw	P58.06.pw	P58.07.pw	P58.08.pw	P58.09.pw	P58.10.pw	P58.11.pw	P58.12.pw	P59	P60	P61.01.pw	P61.02.pw	P61.03.pw	P61.04.pw	P61.05.pw	P61.06.pw	P61.07.pw	P61.08.pw	P61.09.pw	P61.10.pw	P61.11.pw	P61.12.pw	P61.13.pw	P61.14.pw	P61.15.pw	P61.16.pw	P62.01	P62.02	P62.03	P62.04	P62.05	P62.06	P62.07	P62.08	P62.09	P62.10	P62.11	P62.12	P62.13	P62.14	P62.15	P62.16	P63	P64	P65.01.pw	P65.02.pw	P65.03.pw	P65.04.pw	P65.05.pw	P65.06.pw	P65.07.pw	P65.08.pw	P65.09.pw	P65.10.pw	P65.11.pw	P65.12.pw	P65.13.pw	P65.14.pw	P66	P67	P68.01pw	P68.02pw	P68.03pw	P68.04pw	P68.05pw	P68.06pw	P69.01.pw	P69.02.pw	P69.03.pw	P69.04.pw	P69.05.pw	P69.06.pw	P69.07.pw	P70.01	P70.01.int	P70.02.int	P70.03	P70.03.int	P70.04.int	P70.05	P70.05.int	P70.06.int	P70.07.int	P71.01	P71.02	P71.03	P71.04	P71.05	P71.06	P71.07	P71.08	P71.09	P71.10	P71.11	P71.12	P71.13	P72	P73.01	P73.02	P73.03	P73.04	P73.05	P73.06	P73.07	P73.08	P73.09	P74.01	P74.02	P74.03	P74.04	P74.05	P75.01	P75.02	P75.03	P75.04	P75.05	P76	P77	P78	P79.01.pw	P79.02.pw	P79.03.pw	P79.04.pw	P79.05.pw	P79.06.pw	P79.07.pw	P79.08.pw	P79.09.pw	P79.10.pw	P80
1	5	3	2	2	1	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	5	1	1	3	1	0	99	99	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-9	-9	-9	5	3	1	1	0	1	1	1	0	0	1	3	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	2	1	-9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-9	4	4	4	4	4	2	-9	0	0	1	-9	-9	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	5	2	4	4	5	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	3	4	4	3	3	4	3	5	3	5	0	2	3	1	0	0	0	1	1	0	0	0	0	0	0	0	2	99	99	-9	2	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	4	3	3	3	2	1	1	1	1	1	4	2	4	3	3	2	2	1	2	3	1	4	4	4	4	4	4	2	1	2	1	1	3	4	3	4	4	2	4	1	2	4	3	2	3	4	1	2	2	2	3	1	4	1	3	4	1	150	150	450	0	150	200	300	0	0	650	1	1	0	0	0	0	0	0	0	0	0	0	1	6	1	5	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	1	1	0	9	0	1	0	0	0	9	0	1	0	3	4	4	5	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	4	3	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	3	99	3	3	3	3	3	99	3	1	3	3	3	1	2	1	4	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	5	3	1	1	1	1	1	1	0	0	0	0	0	0	1	1	2	30	1	5	120	1	7	210	120	4	4	3	5	99	1	4	1	4	5	5	3	3	99	3	3	3	3	3	2	99	3	3	2	2	2	2	2	0	0	1	0	0	3	3	6	1	1	0	0	0	0	0	0	0	0	2
2	8	3	2	3	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	5	1	1	3	1	0	99	99	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-9	-9	-9	5	3	0	1	0	0	0	0	0	0	0	2	-9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	2	3	28	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-9	4	4	4	4	99	2	-9	1	0	0	2	-9	0	1	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	2	3	4	5	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	5	4	3	2	4	5	3	5	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0	3	2	99	-9	2	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	4	4	4	2	4	2	3	1	2	1	1	2	1	4	1	3	1	1	1	1	1	1	1	4	4	1	2	4	1	2	3	2	1	1	4	2	1	4	2	4	1	1	2	4	1	2	3	1	2	3	2	4	1	4	1	1	4	2	250	80	0	350	200	200	150	360	240	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	6	5	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	4	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	0	0	0	1	0	0	0	0	0	2	99	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	6	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3	6	5	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	15	99	99	99	1	6	360	99	1	1	99	99	99	2	99	99	4	99	99	99	5	1	3	2	2	3	3	3	99	2	2	99	99	99	99	99	2	2	3	3	3	4	3	4	0	0	1	0	0	0	0	0	0	0	2
3	23	4	2	2	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	5	1	1	3	1	0	1	6	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-9	-9	-9	6	3	0	1	1	0	0	0	0	0	1	3	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	3	1	-9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	-9	-9	-9	-9	-9	-9	-9	-9	0	0	1	-9	-9	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	4	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	3	1	3	3	3	5	0	1	3	0	3	0	0	0	0	1	0	1	0	0	1	0	0	0	3	3	3	-9	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	5	5	3	4	4	5	1	1	1	1	3	1	5	3	2	1	2	1	4	1	1	1	4	1	2	2	2	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	1	0	1	0	0	0	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	4	4	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	2	2	2	2	2	3	2	99	99	3	2	99	99	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	1	1	1	1	1	0	0	0	0	0	0	1	2	99	99	2	99	99	1	7	99	420	4	4	4	4	99	3	3	3	3	99	4	99	4	99	3	3	3	3	3	3	3	3	99	2	2	2	2	2	0	0	0	0	0	-9	3	6	0	0	1	0	0	0	0	0	0	0	1
4	14	1	1	2	4	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	3	-9	3	0	0	2	2	5	4	4	99	4	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-9	-9	-9	2	4	0	1	0	0	0	1	0	0	1	0	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	3	1	-9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	0	0	1	-9	-9	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	3	4	4	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	1	1	3	5	4	5	3	5	5	1	3	0	0	0	0	1	0	0	1	0	1	0	0	0	2	1	4	-9	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	5	4	4	3	4	1	1	1	1	1	1	5	3	5	3	2	1	1	2	4	2	4	1	4	1	1	2	4	4	3	1	3	1	1	4	3	1	3	1	4	1	1	2	2	1	3	3	1	1	3	1	1	2	1	1	1	2	1	30	30	0	0	100	100	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	99	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	6	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	4	5	5	5	9	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	2	99	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	6	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	3	3	3	99	3	99	3	3	99	99	99	2	1	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	15	1	3	15	1	6	150	360	99	99	3	4	99	2	4	4	3	4	4	4	1	2	3	2	2	2	2	2	2	2	2	1	1	1	1	1	0	0	0	0	0	-9	3	6	1	1	0	0	0	1	0	1	0	0	2
5	14	3	2	4	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	8	1	0	3	0	0	99	99	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-9	-9	-9	5	4	0	1	0	1	1	0	0	0	0	2	-9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	3	3	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	1	-9	-9	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	4	2	4	5	5	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	3	5	3	3	5	3	3	5	0	3	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	3	99	99	-9	99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	5	2	2	2	3	1	1	1	1	5	5	2	5	3	1	3	1	4	1	1	1	4	4	4	4	4	1	1	3	2	3	1	4	4	4	4	3	1	3	2	2	3	3	4	2	4	3	3	3	3	1	4	1	1	3	2	300	350	600	200	0	550	1100	250	850	0	1	1	1	0	1	0	0	0	0	0	0	0	1	3	3	99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	-9	-9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	3	2	2	3	3	2	2	2	3	1	1	1	1	1	99	3	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	1	2	99	99	1	1	300	1	7	180	300	5	5	99	4	5	5	4	99	4	3	3	3	99	99	3	3	2	2	3	3	1	3	1	3	2	2	3	3	2	0	1	1	1	5	1	6	0	0	0	0	0	0	0	0	1	0	2
6	7	3	1	3	2	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	0	6	2	2	4	2	0	2	1	5	5	4	99	5	5	3	4	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-9	-9	-9	5	4	0	1	0	0	1	2	0	0	0	2	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	3	3	26	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	3	3	4	5	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	5	4	5	5	5	1	3	5	4	5	0	2	3	1	0	0	1	0	1	0	0	0	0	0	0	0	3	2	99	-9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	2	3	3	3	3	4	2	2	3	3	3	2	2	2	3	1	3	2	2	2	2	2	2	1	4	3	4	1	1	3	1	2	1	3	1	2	2	1	3	1	2	3	2	1	3	2	1	1	2	2	2	1	2	1	1	1	1	100	100	70	0	650	200	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	5	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	4	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	3	5	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	99	99	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	8	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	3	3	1	1	3	3	1	3	1	3	3	99	99	99	4	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	5	2	1	1	1	1	1	1	0	0	0	0	0	0	1	2	99	99	2	99	99	2	99	99	420	3	99	4	4	3	3	3	3	3	4	4	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	0	0	0	0	0	-9	1	6	1	1	0	0	0	0	0	0	0	0	2
